SiteCode,SiteID,SampleYear,Location,Treatment,Water,Standing Dead,Litter,Bare Ground,Bryophyte sp.,ACHMILLE,BOECYLIN,BOLFLUVI,BRASCHE,CALCANAD,Calystegia sp.,CAMAPARI,CALSEPIU,CARAQUAT,CARBUXBA,CARCRAWE,CARCOMOS,CARCRYPT,CARLACUS,CARLANGU,CARLASIO,CARSARTW,Carex sp,CERDEME,CHARA SP,CLAMARIS,Cornus Sp.,DECVERTI,DULARUND,ELEPALUS,ELOCANA,Eleocharis Sp,EQUFLUVI,Epuatorium sp.,Fern,Fontinalis Sp,FRAVIRGI,GALLABRA,GALTRIF,HYDMORSU,HYDVERTI,HYPKALMI,IMPCAPEN,IRIVERSA,JUNBALTI,JUNBREVI,Juncus Sp.,LEEORYZO,LEMMINOR,LYCAMERI,LYSTHRYS,Lythrum Sp,LYTSALIC,Myriophyllum sp,MYRSIBI,MYRSPIC,NAJFLEXI,Nitella spp.,NUPLUTE,NYMODOR,PHRAUSTR,PERAMPHI,POLYGONUM SP,PONCORD,POTFOLI,POTGRAMI,POTNATA,POTPRAE,POTRICH,POTZOST,Potamogeton sp.,Rosa Sp,Sagittaria sp.,SAGCUNE,SAGLATIF,SCHPUNGE,SCHTABER,SCIACUTU,Solonaceae Sp.(%),SPARGANIUM SP,SPAEMER,SPAEURY,SPIPOLY,STUPECT,THEPALUS,Typha sp.,UTRGIBBA,UTRINTER,UTRMINO,UTRVULGA,VALAMER,Vicia Sp,ZIZPALUS,Unknown Seedling,Richness,meanC
RPC1416,RPC14,2016,Rondeau,Control,0.049850449,4.985044865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.985044865,0.049850449,0,0,0,0,0,0,0,0,0,4.985044865,0,0,0,0,0,0,0,0,0,0,0.049850449,0,0,0,0,0,0,0,0,0,79.76071785,4.985044865,0,0,0,0,0,0,0,0,0,0,0,0,0.049850449,0,0,0,0,0,0,0,0,0,0,0.049850449,0,0,0,0,0,0,0.049850449,0,9,4.111111111
RPC1516,RPC15,2016,Rondeau,Control,4.982561036,4.982561036,0,0,0,0,0,0,0,9.965122073,0,0.04982561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04982561,0,0,0,0,0,0,0,0.04982561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.72097658,0.04982561,0,0,0,0,0,0,0,0,0,0,0,0,0.04982561,0,0,0,0,0,0,0,0,0,0,0.04982561,0,0,0,0,0,0,0.04982561,0,9,4.555555556
RPC1716,RPC17,2016,Rondeau,Control,0.049975012,9.995002499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.990005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.97501249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.990005,0,0,0,0,0,0,0,0,3,0
RPC1816,RPC18,2016,Rondeau,Control,0.04995005,4.995004995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.995004995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.91008991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04995005,0,0,0,0,0,0,0,0,3,0
RPC1916,RPC19,2016,Rondeau,Control,0.049975012,4.997501249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.995002499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.96001999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.997501249,0,0,0,0,0,0,0,0,3,0
RPC2016,RPC20,2016,Rondeau,Control,0.049975012,9.995002499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.997501249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.96001999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.997501249,0,0,0,0,0,0,0,0,3,0
RPC4116,RPC41,2016,Rondeau,Control,0.049925112,0.049925112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9775337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049925112,49.92511233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9550674,0,0,0,0,0,0,4.992511233,0,5,2.8
RPC1616,RPC16,2016,Rondeau,Treatment,9.98003992,4.99001996,4.99001996,0,0,0,0,0,0,9.98003992,0,0,0,4.99001996,0,0,0,0,0,0,4.99001996,0,0,0,0,0,0,0,0.0499002,0,0,0,0,0,0,0,0,0,0,4.99001996,0,0,0,0,0,0,0,0,0,0,0.0499002,0,0,0,0,0,0,0,0,0,39.92015968,0.0499002,0,0,0,0,0,0,0,0,0,0,0,0,0.0499002,0,0,0,0,0,0,0,0,0,0,14.97005988,0,0,0,0,0,0,0,0,10,4.2
RPT2116,RPT21,2016,Rondeau,Treatment ,0.049975012,4.997501249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.997501249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.96001999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.995002499,0,0,0,0,0,0,0,0,0,0,0,3,2
RPT2216,RPT22,2016,Rondeau,Treatment ,9.995002499,4.997501249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.997501249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.96001999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049975012,0,0,0,0,0,0,0,0,0,0,0,3,2
RPT2316,RPT23,2016,Rondeau,Treatment ,4.995004995,4.995004995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04995005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.91008991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04995005,0,0,0,0,0,0,0,0,0,0,0,3,2
RPT2416,RPT24,2016,Rondeau,Treatment ,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0
RPT2516,RPT25,2016,Rondeau,Treatment ,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPT2616,RPT26,2016,Rondeau,Treatment ,9.995002499,4.997501249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.997501249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049975012,0,0,0,0,0,0,0,0,0,0,39.98001,0,0,0,0,0,0,0,0,4,1
RPT2716,RPT27,2016,Rondeau,Treatment ,29.9550674,4.992511233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049925112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9101348,0,0,0,0,0.049925112,0,0,0,0,0,0,0,0,0,0,0,4.992511233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049925112,0,5,3.6
RPT2816,RPT28,2016,Rondeau,Treatment ,4.99001996,4.99001996,4.99001996,0,0,0,0,0,0,0.0499002,0,0.0499002,0,0,0,0,0,0,0.0499002,0,0.0499002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.84031936,4.99001996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
RPT2916,RPT29,2016,Rondeau,Treatment ,0.04995005,14.98501499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99000999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.94005994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04995005,0,0,0,14.98501499,0,0,0,0,0,0,0,0,4,1.25
RPT3016,RPT30,2016,Rondeau,Treatment ,0.049975012,9.995002499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.995002499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.96001999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RPT3116,RPT31,2016,Rondeau,Treatment ,0.049975012,4.997501249,9.995002499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.997501249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.96001999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RPT3216,RPT32,2016,Rondeau,Treatment ,9.975062344,9.975062344,0,0,0,0,0,0,0,0.049875312,0,0,0,0,0,0,0,0,0,0,0,0,0.049875312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049875312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.85037406,0.049875312,0,0,0,0,0,0,0,0,0,0,0,0,4.987531172,0,0,0,0,0,0,0.049875312,0,0,0,14.96259352,0,0,0,0,0,0,0,0,8,3.125
RPT3316,RPT33,2016,Rondeau,Treatment ,14.98501499,4.995004995,4.995004995,0,0,0,0,0,0,0.04995005,0,0,0,9.99000999,0,0,0,0,0,0,14.98501499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.95004995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04995005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.6
RPT3416,RPT34,2016,Rondeau,Treatment ,4.99001996,4.99001996,0.0499002,0,0,0,0,0,0,9.98003992,0,0.0499002,0,4.99001996,0,0,0,0,0,0,0.0499002,0,0,0,0,0,0,4.99001996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.9001996,9.98003992,0,0,0,0,0,0,0,0,0,0,0,0,4.99001996,0,0,0,0,0,0,0,0,0,4.99001996,0,0,0,0,0,0,0,0,0.0499002,10,4.5
RPT3516,RPT35,2016,Rondeau,Treatment ,9.995002499,4.997501249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.997501249,0,79.96001999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049975012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
RPT3616,RPT36,2016,Rondeau,Treatment ,4.997501249,4.997501249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049975012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.95502249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5
RPT3716,RPT37,2016,Rondeau,Treatment ,9.975062344,4.987531172,0,0,0,0,0,0,0,0,0,0,0,0.049875312,0,0,0,0,0,0,0.049875312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049875312,0,0,0,0,0,0,0,0,79.80049875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049875312,0,0,0,0,0,0,0,4.987531172,0,0,0,0,0,0,0,0.049875312,7,3
RPT3816,RPT38,2016,Rondeau,Treatment ,4.995004995,4.995004995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04995005,0,0,0,0,0,0,0,0,0,0.04995005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.91008991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.666666667
RPT3916,RPT39,2016,Rondeau,Treatment ,4.982561036,4.982561036,9.965122073,0,0,0,0,0,0,0,0,0.04982561,0,0.04982561,0,0,0,0,0,0,0.04982561,0,0,0,0,0,0,0,0,0.04982561,0,0,0.04982561,0,0,0,0,0,0,0.04982561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.72097658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04982561,0,0,0,0,0,0,0,0,8,4.25
RPT4016,RPT40,2016,Rondeau,Treatment ,14.99250375,4.997501249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049975012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.96001999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LPC2117,LPC21,2017,Long Point,Control,8.264463,4.132231,0.4132231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.52893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.132231,0,0,0,0.4132231,0,0,0,0,4,1.5
LPC2217,LPC22,2017,Long Point,Control,7.968128,7.968128,15.93626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.984064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.77689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.968128,0,0,0,0.3984064,0,0,0,0,4,1.5
LPC2317,LPC23,2017,Long Point,Control,4.716981,9.433962,9.433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4716981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.4717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4716981,0,0,0,0,3,2
LPC2417,LPC24,2017,Long Point,Control,4.950495,4.950495,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LPC2517,LPC25,2017,Long Point,Control,9.90099,0.4950495,0.4950495,0,0,0,0,0,0,4.950495,0,0,0,9.90099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.40594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.85149,0,0,0,0,0,0,0,0,4,2.5
LPC2617,LPC26,2017,Long Point,Control,4.926108,9.852216,0.4926108,0,0,0,0,0,0,4.926108,0,0,0,0.4926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.70443,0,0,0,0,0,0,0,0,5,2
LPC2717,LPC27,2017,Long Point,Control,4.950495,9.90099,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.30693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.85149,0,0,0,0,0,0,0,0,3,0
LPC2817,LPC28,2017,Long Point,Control,0.4524887,9.049774,9.049774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.44796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LPC2917,LPC29,2017,Long Point,Control,0.4310345,8.62069,0.4310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.93103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.58621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LPC3017,LPC30,2017,Long Point,Control,14.92537,4.975124,0.4975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.60199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LPC3117,LPC31,2017,Long Point,Control,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0
LPC3217,LPC32,2017,Long Point,Control,0.4950495,14.85149,9.90099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.25743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LPC3317,LPC33,2017,Long Point,Control,4.975124,4.975124,4.975124,0,0,0,0,0.4975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.65174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.92537,0,0,0,0,0,0,0,0,3,2
LPC3417,LPC34,2017,Long Point,Control,37.55869,4.694836,4.694836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4694836,0,0,0,0,0,0,0,0,0.4694836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.94836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4694836,0,4.694836,0,0,0,0,5,3.4
LPC3517,LPC35,2017,Long Point,Control,4.950495,4.950495,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LPC3617,LPC36,2017,Long Point,Control,0.4950495,9.90099,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LPC3717,LPC37,2017,Long Point,Control,4.975124,4.975124,0.4975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.55224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LPC3817,LPC38,2017,Long Point,Control,4.975124,4.975124,0.4975124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.55224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LPC3917,LPC39,2017,Long Point,Control,4.950495,4.950495,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.20792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90099,0,0,0,0,0,0,0,0,3,0
LPC4017,LPC40,2017,Long Point,Control,4.950495,4.950495,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LPT0517,LPT05,2017,Long Point,Treatment,29.55665,0.4926108,9.852216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4926108,0,0,0,0,0,0,59.1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4926108,0,0,0,0,0,0,0,0,3,2.333333333
LPT0617,LPT06,2017,Long Point,Treatment,0.4504505,0.4504505,27.02703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.07207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LPT0717,LPT07,2017,Long Point,Treatment,19.80198,0,19.80198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.40594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4950495,0,0,0,0.4950495,0,0,0,0,3,2
LPT0817,LPT08,2017,Long Point,Treatment,37.91469,0.4739337,18.95735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.43602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21801,0,0,0,0,0,0,0,0,2,0
LPT0917,LPT09,2017,Long Point,Treatment,68.96552,0.4926108,19.70443,0,0,0.4926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.852216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.333333333
LPT1017,LPT10,2017,Long Point,Treatment,58.82353,0,9.803922,0,0,0.4901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4901961,0,0,0,0,0,0,0,0,29.41177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4901961,0,0,0,0,5,1.6
LPT1117,LPT11,2017,Long Point,Treatment,19.08397,22.90076,3.816794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.43512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3816794,0,0,0,0.3816794,0,0,0,0,3,2
